timestamp,user_id,app_name,message_text,message_count,hour,day_of_week,is_overnight,sentiment_score,depression_score,anxiety_score,self_harm_score,overall_risk_score
2026-01-09 21:41:30,user_017,Messenger,Just woke up,9,21,Friday,FALSE,0.8029,0.0361,0.1417,0.0253,0.0704
2026-01-09 21:46:28,user_013,Instagram,I'm so nervous,8,21,Friday,FALSE,0.1676,0.5593,0.8241,0.046,0.5237
2026-01-09 21:54:32,user_070,Discord,"Please reply, I'm worrying",18,21,Friday,FALSE,0.2328,0.436,0.7215,0.1813,0.4723
2026-01-10 01:41:49,user_038,Messenger,I feel empty,18,1,Saturday,TRUE,0,0.8289,0.4472,0.0061,0.4896
2026-01-10 04:14:24,user_050,Telegram,I feel empty,14,4,Saturday,TRUE,0,0.7659,0.3324,0.0932,0.446
2026-01-10 06:14:47,user_007,Messenger,Everyone is hanging out without me,16,6,Saturday,FALSE,0.3152,0.5994,0.3782,0.0588,0.3868
2026-01-10 07:42:40,user_006,Instagram,Everything feels overwhelming,1,7,Saturday,FALSE,0.3274,0.4691,0.8253,0.0449,0.4877
2026-01-10 07:45:48,user_053,Discord,I'll be there in 5,14,7,Saturday,FALSE,0.5758,0.1507,0.0843,0.0114,0.0927
2026-01-10 07:56:58,user_056,Discord,Did you do the homework?,20,7,Saturday,FALSE,0.6955,0.1647,0.17,0.0208,0.1306
2026-01-10 08:18:19,user_056,Snapchat,On my way,20,8,Saturday,FALSE,0.5833,0.0888,0.0894,0.0363,0.0759
2026-01-10 08:20:07,user_025,Telegram,I need a break,2,8,Saturday,FALSE,0.346,0.5475,0.3003,0.1739,0.3676
2026-01-10 08:49:09,user_011,Instagram,Everyone is hanging out without me,10,8,Saturday,FALSE,0.1584,0.6382,0.4976,0.0401,0.4394
2026-01-10 09:35:41,user_036,Discord,Just woke up,23,9,Saturday,FALSE,0.718,0.1893,0.1845,0.0125,0.1434
2026-01-10 13:47:47,user_055,Messenger,Okay,12,13,Saturday,FALSE,0.7782,0.1173,0.1123,0.0165,0.0903
2026-01-10 13:54:07,user_003,Snapchat,I had fun with my friends,24,13,Saturday,FALSE,0.6571,0.1716,0.0555,0.0426,0.0987
2026-01-10 15:51:36,user_005,Telegram,Just woke up,14,15,Saturday,FALSE,0.7235,0.0237,0.0995,0.0327,0.0525
2026-01-10 17:09:58,user_017,Messenger,On my way,11,17,Saturday,FALSE,0.5645,0.1418,0.0169,0.0279,0.0696
2026-01-10 17:53:40,user_030,WhatsApp,"Please reply, I'm worrying",3,17,Saturday,FALSE,0.1447,0.2278,0.6577,0.1323,0.3544
2026-01-10 18:24:39,user_060,Snapchat,My chest feels tight,1,18,Saturday,FALSE,0.3651,0.3845,0.6429,0.0508,0.3915
2026-01-10 19:29:40,user_035,Snapchat,I'm so nervous,16,19,Saturday,FALSE,0.34,0.3591,0.8387,0.1936,0.4856
2026-01-10 20:04:46,user_006,Snapchat,I feel really alone sometimes,6,20,Saturday,FALSE,0.2577,0.6827,0.5909,0.0528,0.4931
2026-01-10 21:04:38,user_054,Messenger,Can't wait for the weekend,3,21,Saturday,FALSE,0.7019,0.1883,0.1139,0.0289,0.1224
2026-01-10 21:27:21,user_056,Snapchat,It's all too much,6,21,Saturday,FALSE,0.0658,0.4048,0.4257,0.0951,0.3347
2026-01-10 21:28:51,user_003,Discord,That was hilarious,24,21,Saturday,FALSE,0.7566,0.0914,0.0115,0.0231,0.0464
2026-01-10 21:53:13,user_016,Telegram,I'm drowning in work,9,21,Saturday,FALSE,0.3334,0.5134,0.552,0.1121,0.4266
2026-01-10 22:10:36,user_027,Instagram,Having the best time,23,22,Saturday,FALSE,0.7176,0.184,0.0907,0.0337,0.1138
2026-01-11 00:09:03,user_038,Instagram,I don't feel like talking to anyone,2,0,Sunday,TRUE,0,0.9142,0.5934,0.1367,0.6075
2026-01-11 01:34:53,user_008,Instagram,I am happy today,13,1,Sunday,TRUE,0.7632,0.2697,0.0333,0.0243,0.1256
2026-01-11 03:48:50,user_062,Snapchat,Nothing matters,15,3,Sunday,TRUE,0,0.9738,0.3216,0.1309,0.5348
2026-01-11 04:12:11,user_075,Discord,Nothing matters,19,4,Sunday,TRUE,0.1037,0.6301,0.5805,0.1256,0.4866
2026-01-11 06:34:08,user_054,Messenger,See you tomorrow,5,6,Sunday,FALSE,0.8352,0.1486,0.1892,0.021,0.1309
2026-01-11 11:14:24,user_045,Messenger,Everything feels overwhelming,17,11,Sunday,FALSE,0.0703,0.5185,0.392,0.1643,0.3857
2026-01-11 11:50:21,user_043,Discord,So much homework,5,11,Sunday,FALSE,0.302,0.3597,0.4527,0.1,0.3273
2026-01-11 12:45:30,user_062,Messenger,That was hilarious,16,12,Sunday,FALSE,0.5026,0.1101,0.1858,0.0203,0.1142
2026-01-11 14:10:59,user_061,Snapchat,Are we still on for later?,9,14,Sunday,FALSE,0.6401,0.0727,0.0178,0.009,0.0376
2026-01-11 14:52:56,user_007,Instagram,Can't wait for the weekend,21,14,Sunday,FALSE,0.7594,0.0791,0.147,0.0279,0.0901
2026-01-11 16:04:02,user_050,Messenger,Nobody understands,21,16,Sunday,FALSE,0.0715,0.5094,0.3321,0.0383,0.3296
2026-01-11 16:40:52,user_042,Snapchat,What time is it?,13,16,Sunday,FALSE,0.7175,0.1928,0.0474,0.013,0.097
2026-01-11 18:43:40,user_058,Instagram,I feel really alone sometimes,10,18,Sunday,FALSE,0.2009,0.713,0.29,0.0808,0.4069
2026-01-11 18:49:37,user_014,Telegram,I'll be there in 5,11,18,Sunday,FALSE,0.9769,0.0976,0.1766,0.0212,0.1061
2026-01-11 18:55:57,user_060,Telegram,You're the best,6,18,Sunday,FALSE,0.7377,0.0673,0.1806,0.0094,0.0925
2026-01-11 19:35:03,user_002,Discord,On my way,20,19,Sunday,FALSE,0.7008,0.1235,0.0822,0.0432,0.089
2026-01-11 19:53:04,user_010,Messenger,What time is it?,4,19,Sunday,FALSE,0.986,0.0765,0.1358,0.0076,0.0801
2026-01-11 20:08:09,user_002,Discord,What time is it?,24,20,Sunday,FALSE,0.8837,0.0473,0.1357,0.0171,0.0707
2026-01-11 20:36:22,user_021,Telegram,What if it goes wrong?,11,20,Sunday,FALSE,0.2661,0.2667,0.8648,0.0361,0.4184
2026-01-11 21:31:55,user_068,Snapchat,School is stressing me out,8,21,Sunday,FALSE,0.0746,0.4502,0.4374,0.1853,0.3795
2026-01-11 21:39:26,user_048,Telegram,It's all too much,4,21,Sunday,FALSE,0.0131,0.4112,0.433,0.1901,0.3635
2026-01-11 21:41:02,user_023,Instagram,Just woke up,14,21,Sunday,FALSE,0.5167,0.073,0.0263,0.0455,0.0498
2026-01-11 22:33:09,user_073,Instagram,Can you send me the link?,15,22,Sunday,FALSE,0.6262,0.0709,0.159,0.004,0.085
2026-01-12 00:21:41,user_060,Instagram,Okay,14,0,Monday,TRUE,0.765,0.2481,0.1032,0.0276,0.1423
2026-01-12 00:53:49,user_034,WhatsApp,I can't sleep again tonight,19,0,Monday,TRUE,0,0.5202,0.5059,0.1875,0.432
2026-01-12 01:35:57,user_075,Discord,I can't stop thinking about it,23,1,Monday,TRUE,0.0147,0.6418,0.6494,0.0884,0.5061
2026-01-12 01:41:07,user_069,Telegram,I can't stop thinking about it,19,1,Monday,TRUE,0.0947,0.6932,0.7359,0.1611,0.5751
2026-01-12 02:00:43,user_048,Instagram,Nothing matters,20,2,Monday,TRUE,0,0.7442,0.524,0.1486,0.5182
2026-01-12 03:02:17,user_030,Instagram,I can't sleep again tonight,10,3,Monday,TRUE,0,0.5849,0.3273,0.0102,0.3511
2026-01-12 04:01:15,user_035,Instagram,Wish I had someone to talk to,6,4,Monday,TRUE,0,0.7679,0.4308,0.1294,0.4903
2026-01-12 04:33:45,user_018,Snapchat,I'm drowning in work,16,4,Monday,TRUE,0.1053,0.6541,0.5057,0.1585,0.4783
2026-01-12 05:02:34,user_032,Instagram,What time is it?,2,5,Monday,FALSE,0.8198,0.1884,0.0556,0.0066,0.0965
2026-01-12 06:40:38,user_070,Messenger,I had fun with my friends,12,6,Monday,FALSE,0.9934,0.1868,0.0264,0.043,0.0947
2026-01-12 07:07:05,user_001,Snapchat,I'll be there in 5,19,7,Monday,FALSE,0.8723,0.0232,0.0735,0.0427,0.0457
2026-01-12 07:10:17,user_037,Telegram,Having the best time,23,7,Monday,FALSE,0.757,0.0413,0.0701,0.0159,0.045
2026-01-12 08:08:31,user_034,Telegram,Why am I always alone,25,8,Monday,FALSE,0.1124,0.6082,0.429,0.1806,0.4386
2026-01-12 11:29:39,user_031,Telegram,Best day ever,11,11,Monday,FALSE,0.5876,0.1118,0.0134,0.0355,0.0583
2026-01-12 16:15:54,user_031,Snapchat,School is stressing me out,25,16,Monday,FALSE,0.3639,0.4179,0.5934,0.0511,0.3876
2026-01-12 16:31:48,user_040,Messenger,Did you do the homework?,20,16,Monday,FALSE,0.7786,0.0081,0.0656,0.0058,0.0277
2026-01-12 17:13:29,user_040,WhatsApp,"Please reply, I'm worrying",6,17,Monday,FALSE,0.1476,0.5855,0.7818,0.1437,0.5437
2026-01-12 18:07:35,user_066,Telegram,Did you do the homework?,5,18,Monday,FALSE,0.9968,0.157,0.1539,0.0385,0.1263
2026-01-12 18:18:23,user_071,Discord,I don't know what to do,23,18,Monday,FALSE,0.3829,0.382,0.7435,0.1978,0.4624
2026-01-12 18:47:48,user_055,Snapchat,What if it goes wrong?,22,18,Monday,FALSE,0.0839,0.2902,0.8235,0.0705,0.4219
2026-01-12 19:57:02,user_008,Telegram,Having the best time,11,19,Monday,FALSE,0.5584,0.005,0.1235,0.011,0.048
2026-01-12 20:24:41,user_054,WhatsApp,My parents are so annoying,25,20,Monday,FALSE,0.2962,0.381,0.3255,0.0148,0.27
2026-01-12 20:35:30,user_002,Telegram,What if it goes wrong?,14,20,Monday,FALSE,0.284,0.5575,0.8023,0.1068,0.5305
2026-01-12 21:17:44,user_001,Messenger,I don't know what to do,7,21,Monday,FALSE,0.1474,0.4636,0.7855,0.095,0.4841
2026-01-13 01:58:53,user_028,Instagram,"Please reply, I'm worrying",9,1,Tuesday,TRUE,0,0.4794,0.8117,0.0011,0.4761
2026-01-13 02:49:41,user_010,Telegram,My chest feels tight,15,2,Tuesday,TRUE,0.1798,0.3614,0.6097,0.09,0.3804
2026-01-13 05:24:35,user_004,Instagram,I can't deal with this right now,19,5,Tuesday,FALSE,0.1637,0.4475,0.513,0.0888,0.3808
2026-01-13 05:40:17,user_012,Messenger,I can't deal with this right now,20,5,Tuesday,FALSE,0.0957,0.3524,0.5075,0.1193,0.3484
2026-01-13 08:15:19,user_063,Messenger,Best day ever,6,8,Tuesday,FALSE,0.8467,0.1022,0.0836,0.0069,0.0719
2026-01-13 14:11:36,user_063,Instagram,I'm drowning in work,25,14,Tuesday,FALSE,0.3489,0.3439,0.5196,0.1878,0.3664
2026-01-13 14:18:02,user_033,Telegram,I'll be there in 5,3,14,Tuesday,FALSE,0.999,0.0259,0.0796,0.0329,0.0464
2026-01-13 15:05:19,user_031,Instagram,I just want to stay in bed,18,15,Tuesday,FALSE,0.3949,0.6867,0.5586,0.191,0.5179
2026-01-13 15:20:35,user_018,Snapchat,Nothing matters,24,15,Tuesday,FALSE,0.1389,0.8567,0.4933,0.0043,0.5164
2026-01-13 15:36:57,user_016,WhatsApp,I'm worried about exams,18,15,Tuesday,FALSE,0.123,0.4437,0.3731,0.1087,0.3352
2026-01-13 16:25:20,user_034,Snapchat,I don't know what to do,4,16,Tuesday,FALSE,0.3842,0.2744,0.6078,0.1035,0.3484
2026-01-13 17:44:20,user_025,Instagram,So much homework,2,17,Tuesday,FALSE,0.2425,0.4532,0.5064,0.1325,0.3916
2026-01-13 18:35:10,user_048,Discord,On my way,13,18,Tuesday,FALSE,0.9822,0.1858,0.1511,0.0345,0.1358
2026-01-13 19:35:26,user_048,Telegram,So much homework,11,19,Tuesday,FALSE,0.047,0.5987,0.516,0.176,0.4641
2026-01-13 19:46:49,user_059,Discord,"Please reply, I'm worrying",21,19,Tuesday,FALSE,0.3746,0.5582,0.6251,0.1187,0.4718
2026-01-13 20:10:33,user_068,Discord,I don't know what to do,21,20,Tuesday,FALSE,0.0789,0.2455,0.8609,0.1771,0.4438
2026-01-13 20:37:46,user_037,Messenger,On my way,20,20,Tuesday,FALSE,0.6573,0.028,0.0554,0.0042,0.0316
2026-01-13 20:56:23,user_044,WhatsApp,So much homework,24,20,Tuesday,FALSE,0.3322,0.3771,0.5474,0.0964,0.3665
2026-01-13 21:44:25,user_043,Instagram,What if it goes wrong?,2,21,Tuesday,FALSE,0.1534,0.4389,0.727,0.0146,0.4336
2026-01-13 21:49:35,user_020,Snapchat,I don't know what to do,17,21,Tuesday,FALSE,0.3071,0.4011,0.6387,0.1736,0.4274
2026-01-13 23:19:00,user_066,Telegram,I'll be there in 5,18,23,Tuesday,FALSE,0.6074,0.063,0.1543,0.0472,0.091
2026-01-13 23:36:35,user_025,WhatsApp,Did you do the homework?,17,23,Tuesday,FALSE,0.7456,0.1358,0.0451,0.0371,0.0794
2026-01-14 01:22:02,user_023,Instagram,School is stressing me out,14,1,Wednesday,TRUE,0.0668,0.6514,0.3895,0.1841,0.4429
2026-01-14 02:18:24,user_025,Instagram,Everyone is hanging out without me,11,2,Wednesday,TRUE,0,0.8596,0.3479,0.0655,0.482
2026-01-14 09:21:29,user_006,Messenger,I just want to stay in bed,10,9,Wednesday,FALSE,0.1932,0.6905,0.3753,0.1394,0.4424
2026-01-14 09:29:10,user_020,Instagram,I don't know what to do,22,9,Wednesday,FALSE,0.2847,0.5893,0.6856,0.1679,0.5176
2026-01-14 13:37:16,user_071,Telegram,Can you send me the link?,14,13,Wednesday,FALSE,0.7118,0.0731,0.0551,0.034,0.057
2026-01-14 13:46:33,user_035,Snapchat,It's all too much,19,13,Wednesday,FALSE,0.2464,0.5759,0.5324,0.093,0.4399
2026-01-14 16:15:57,user_054,Discord,You're the best,9,16,Wednesday,FALSE,0.8303,0.1362,0.1443,0.0328,0.1131
2026-01-14 16:31:45,user_072,Snapchat,I'm so far behind,6,16,Wednesday,FALSE,0.2053,0.4587,0.5083,0.0911,0.3842
2026-01-14 17:37:48,user_053,Snapchat,Everything feels overwhelming,12,17,Wednesday,FALSE,0.37,0.4688,0.3303,0.0572,0.3174
2026-01-14 18:32:20,user_002,Messenger,I can't deal with this right now,13,18,Wednesday,FALSE,0.3462,0.4456,0.3507,0.105,0.3272
2026-01-14 20:19:05,user_058,Discord,Everything feels overwhelming,13,20,Wednesday,FALSE,0.2232,0.4249,0.4788,0.1237,0.3685
2026-01-14 21:59:09,user_075,WhatsApp,So much homework,15,21,Wednesday,FALSE,0.0126,0.8901,0.4219,0.8498,0.7162
2026-01-14 22:38:03,user_041,Telegram,I feel empty,23,22,Wednesday,FALSE,0.2462,0.7648,0.3962,0.1145,0.4732
2026-01-15 00:14:13,user_066,Discord,Okay,5,0,Thursday,TRUE,0.3717,0.1951,0.0,0.0039,0.079
2026-01-15 04:59:45,user_039,Telegram,I have so much to do,5,4,Thursday,TRUE,0.158,0.6538,0.3752,0.127,0.4246
2026-01-15 05:31:37,user_064,Snapchat,Okay,2,5,Thursday,FALSE,0.7016,0.1676,0.1047,0.042,0.1142
2026-01-15 08:18:04,user_056,Snapchat,I feel really tired today,1,8,Thursday,FALSE,0.1815,0.5869,0.5302,0.0247,0.4265
2026-01-15 16:17:29,user_067,Snapchat,I can't stop thinking about it,4,16,Thursday,FALSE,0.2688,0.4752,0.6222,0.1785,0.4525
2026-01-15 17:05:47,user_062,Discord,Just woke up,5,17,Thursday,FALSE,0.9042,0.0021,0.1897,0.0339,0.0757
2026-01-15 19:21:59,user_054,Instagram,I have so much to do,17,19,Thursday,FALSE,0.0275,0.4135,0.3397,0.0033,0.2851
2026-01-15 19:54:00,user_038,Instagram,My chest feels tight,19,19,Thursday,FALSE,0.2333,0.299,0.7465,0.0219,0.3863
2026-01-15 20:14:56,user_012,Discord,Okay,8,20,Thursday,FALSE,0.8948,0.1276,0.1223,0.0085,0.096
